Jorge Nava, 36, 3, 71, 80, 85, 67, 65, 68, 88, 75, 90, 37, 58,
Aubrey Bush, 28, 2, 68, 72, 75, 60, 78, 61, 65, 82, 76, 51, 55,
Muhammad Garner, 91, 3, 70, 81, 79, 63, 73, 89, 86, 69, 76, 44, 60,
Ava Kelley, 100, 2, 66, 71, 83, 62, 66, 56, 56, 66, 79, 51, 68,
Felipe Knapp, 66, 3, 71, 80, 71, 84, 79, 93, 79, 66, 81, 34, 66,
Kathryn Fitzpatrick, 4, 2, 71, 80, 79, 64, 90, 67, 75, 61, 79, 41, 70,
Laura Gonzalez, 87, 4, 73, 71, 77, 82, 56, 79, 89, 71, 79, 49, 85,
Emiliano Li, 70, 1, 68, 71, 93, 58, 57, 62, 71, 68, 93, 58, 45,
Kase Truong, 89, 1, 67, 76, 78, 51, 67, 62, 65, 64, 84, 71, 49,
Casey Nolan, 79, 3, 71, 73, 88, 69, 60, 62, 68, 71, 88, 53, 75,
Ramanuja, 83, 3, 75, 73, 95, 76, 77, 95, 92, 71, 93, 39, 59,
Malik Krueger, 55, 3, 77, 81, 92, 61, 76, 78, 93, 83, 85, 55, 74,
Bode Levy, 35, 3, 73, 77, 80, 85, 73, 80, 79, 78, 95, 34, 59,
Rio Valentine, 63, 1, 65, 78, 88, 55, 54, 54, 65, 60, 78, 57, 57,
Rylee Franco, 2, 1, 74, 71, 95, 60, 84, 60, 75, 84, 80, 51, 66,
Lyric Fleming, 30, 1, 69, 86, 91, 50, 55, 71, 74, 57, 85, 80, 51,
Finley Holloway, 22, 2, 69, 70, 79, 63, 87, 70, 57, 83, 79, 53, 57,
Colten Knight, 41, 1, 69, 90, 81, 59, 72, 74, 63, 73, 75, 61, 55,
Dalary Hampton, 42, 2, 67, 73, 89, 57, 70, 60, 64, 65, 80, 55, 57,
Melissa Hernandez, 45, 4, 74, 88, 90, 76, 56, 77, 75, 70, 80, 50, 85,
Sky Bauer, 35, 4, 76, 91, 90, 83, 57, 81, 81, 70, 75, 50, 88,
Renata Fry, 30, 4, 71, 87, 76, 78, 58, 79, 73, 67, 87, 49, 70,
Esmeralda Sellers, 14, 4, 79, 94, 88, 77, 57, 82, 87, 79, 91, 48, 94,
Landry Paul, 66, 3, 80, 94, 92, 74, 83, 65, 91, 80, 91, 54, 61,
Marie Singleton, 21, 2, 70, 75, 89, 57, 70, 57, 68, 84, 78, 49, 66,
Danielle Huff, 11, 4, 77, 85, 85, 81, 59, 69, 82, 84, 79, 48, 90,
Zhu Xi, 18, 1, 70, 87, 84, 46, 63, 51, 63, 59, 94, 74, 60,
Graysen Burke, 78, 3, 78, 77, 94, 72, 85, 78, 82, 77, 93, 50, 76,
Alanna Dorsey, 81, 4, 72, 77, 75, 87, 58, 75, 72, 81, 77, 46, 76,
Mencius, 58, 2, 71, 87, 92, 72, 73, 68, 58, 67, 77, 48, 68,
Sariah Dennis, 98, 4, 73, 92, 74, 86, 57, 66, 70, 76, 85, 45, 78,
Damian Fuller, 20, 3, 70, 95, 71, 60, 60, 63, 63, 71, 91, 55, 66,
Azalea Flowers, 23, 2, 72, 82, 73, 72, 75, 68, 67, 81, 87, 50, 66,
Raphael Scott, 50, 1, 67, 88, 73, 48, 70, 62, 63, 58, 94, 59, 57,
Daisy Rowland, 100, 4, 75, 86, 90, 88, 58, 70, 74, 70, 78, 46, 89,
George Berkeley, 98, 1, 68, 88, 84, 58, 62, 56, 71, 60, 78, 66, 48,
Sylvia Gray, 62, 4, 75, 80, 75, 82, 58, 75, 86, 68, 89, 50, 90,
Philip Little, 89, 3, 72, 77, 95, 68, 74, 73, 63, 70, 88, 33, 80,
Lennox Owens, 46, 2, 70, 78, 86, 73, 75, 66, 68, 64, 80, 41, 65,
Philip Kerr, 79, 1, 71, 94, 84, 56, 73, 69, 67, 63, 84, 68, 50,
Simon Huynh, 38, 3, 74, 77, 92, 62, 85, 86, 90, 65, 84, 50, 67,
Thomas Price, 66, 1, 71, 76, 87, 56, 77, 75, 63, 67, 92, 76, 53,
Damir Hines, 60, 3, 74, 85, 90, 63, 78, 77, 89, 71, 79, 44, 67,
Rosie Stein, 5, 2, 73, 86, 77, 63, 91, 65, 62, 73, 86, 54, 65,
John Duns Scotus, 54, 2, 73, 92, 77, 75, 86, 70, 72, 65, 83, 52, 63,
Marcelo Hickman, 73, 1, 67, 86, 75, 55, 65, 67, 67, 66, 83, 61, 48,
Malik Elliott, 51, 1, 70, 94, 84, 55, 58, 67, 64, 61, 79, 92, 47,
Skyler Hull, 96, 3, 74, 89, 79, 82, 65, 89, 81, 70, 79, 54, 69,
Samir Hurley, 85, 1, 68, 80, 80, 57, 52, 61, 56, 73, 94, 69, 51,
Malani Ellison, 51, 2, 70, 83, 80, 58, 69, 70, 75, 81, 75, 46, 64,
Renata Waller, 52, 2, 70, 83, 84, 55, 78, 69, 68, 81, 75, 44, 68,
Priscilla Brandt, 22, 2, 71, 76, 93, 62, 85, 69, 63, 68, 81, 55, 56,
Ariah Bean, 64, 2, 72, 85, 93, 60, 79, 66, 67, 74, 80, 47, 67,
Abdiel Shannon, 34, 1, 69, 93, 79, 50, 60, 54, 72, 65, 82, 72, 49,
Adrian Ortiz, 3, 1, 71, 88, 91, 58, 77, 65, 59, 57, 95, 71, 49,
Marvin Mack, 45, 3, 71, 95, 87, 65, 66, 88, 71, 76, 78, 40, 68,
Krew Warren, 6, 1, 64, 75, 72, 47, 70, 74, 57, 62, 90, 55, 49,
Giambattista Vico, 35, 4, 75, 73, 84, 84, 57, 68, 83, 80, 91, 46, 78,
Evelynn Sharp, 15, 2, 67, 89, 76, 59, 68, 60, 58, 62, 81, 47, 67,
Madeleine Knox, 14, 4, 77, 90, 82, 81, 55, 77, 83, 82, 94, 48, 79,
Bria Shaffer, 47, 4, 76, 84, 80, 88, 60, 82, 86, 80, 83, 47, 78,
Peter Singer, 19, 3, 74, 71, 85, 81, 80, 91, 82, 82, 81, 39, 69,
Juan Park, 65, 3, 74, 92, 90, 73, 85, 80, 78, 63, 75, 47, 68,
Javier Tapia, 91, 3, 71, 75, 86, 83, 71, 81, 64, 77, 80, 33, 77,
Brielle Webb, 30, 2, 72, 83, 94, 70, 76, 68, 73, 66, 78, 43, 65,
Kiana Mendez, 14, 4, 75, 77, 81, 76, 60, 69, 82, 69, 90, 50, 90,
Marley Keith, 58, 3, 75, 82, 94, 77, 84, 85, 81, 65, 94, 43, 61,
Moses Mendelssohn, 79, 2, 71, 85, 82, 55, 69, 69, 71, 68, 89, 54, 69,
Bo Choi, 61, 3, 73, 93, 70, 69, 83, 89, 69, 85, 94, 30, 68,
Guillermo Rogers, 1, 3, 72, 77, 78, 79, 69, 81, 85, 84, 79, 44, 57,
Martin Buber, 52, 4, 73, 92, 79, 79, 56, 82, 79, 72, 75, 45, 83,
Sariyah Farmer, 38, 4, 78, 94, 91, 78, 58, 81, 84, 84, 93, 48, 73,
Kyle Moore, 49, 1, 66, 77, 77, 53, 66, 52, 72, 67, 75, 66, 49,
Armani Hensley, 40, 3, 76, 92, 89, 62, 77, 82, 91, 72, 83, 50, 69,
Haylee Hebert, 52, 2, 72, 80, 92, 65, 71, 66, 73, 75, 86, 40, 70,
Deandre Terrell, 60, 1, 70, 74, 79, 56, 73, 65, 55, 67, 95, 86, 45,
Jamison Savage, 29, 1, 70, 82, 86, 49, 73, 69, 65, 64, 76, 87, 56,
Camilla Manning, 59, 2, 69, 81, 73, 71, 70, 59, 57, 72, 91, 43, 67,
Blaise Walters, 91, 3, 72, 84, 79, 73, 66, 93, 87, 62, 84, 40, 75,
Malaysia Soto, 38, 4, 74, 72, 80, 90, 59, 77, 83, 65, 90, 50, 77,
Piper Dougherty, 33, 2, 68, 77, 74, 57, 70, 66, 71, 64, 93, 48, 58,
Amias Goodwin, 32, 1, 69, 92, 91, 53, 50, 66, 62, 66, 95, 62, 58,
Idris Serrano, 95, 3, 78, 90, 90, 79, 84, 93, 78, 76, 88, 46, 74,
Hannah Kirby, 34, 4, 75, 79, 92, 75, 58, 61, 90, 72, 87, 48, 78,
Cruz Huerta, 90, 3, 72, 70, 72, 82, 83, 94, 74, 84, 75, 51, 60,
Theodor Wiesengrund Adorno, 3, 1, 67, 71, 78, 45, 71, 62, 71, 73, 80, 74, 48,
Al-Farabi, 12, 1, 69, 92, 75, 56, 54, 73, 75, 55, 88, 68, 58,
Cedric McLaughlin, 71, 3, 70, 80, 87, 63, 61, 71, 69, 66, 79, 52, 79,
Ibn Gabirol, 41, 4, 75, 94, 91, 77, 56, 81, 79, 65, 84, 45, 89,
Laylani Benton, 28, 2, 71, 90, 70, 73, 90, 69, 59, 67, 79, 52, 62,
Lorelei Washington, 21, 2, 72, 92, 89, 64, 89, 70, 55, 63, 80, 50, 67,
Jordan Scott, 86, 2, 74, 94, 75, 68, 75, 67, 65, 82, 95, 46, 67,
Karla Hendrix, 91, 4, 72, 78, 85, 80, 56, 81, 79, 76, 76, 48, 76,
Meadow Espinoza, 59, 4, 76, 72, 92, 82, 56, 67, 84, 82, 84, 50, 87,
Duke Avila, 12, 1, 74, 87, 84, 54, 80, 77, 70, 58, 87, 91, 57,
Emanuel Frederick, 88, 3, 75, 93, 80, 81, 69, 91, 74, 80, 86, 52, 64,
Joelle Suarez, 10, 4, 72, 78, 70, 84, 55, 64, 73, 70, 84, 46, 93,
Karter Brown, 90, 4, 71, 76, 74, 76, 59, 75, 77, 82, 77, 49, 71,
Harlee Ramsey, 9, 2, 69, 72, 93, 72, 66, 56, 68, 62, 92, 45, 56,
Christian Hogan, 17, 1, 65, 81, 83, 47, 61, 75, 66, 56, 87, 56, 50,
Melina Perkins, 12, 4, 75, 87, 83, 92, 57, 71, 80, 72, 86, 48, 73,
Colter House, 26, 3, 72, 86, 81, 77, 68, 87, 78, 85, 82, 32, 67,
Brodie Cardenas, 57, 1, 73, 93, 84, 59, 73, 53, 73, 73, 79, 78, 50,
Rosie Simmons, 92, 4, 75, 92, 90, 75, 57, 80, 72, 84, 77, 48, 85,
Shinran, 32, 4, 75, 74, 87, 78, 60, 79, 83, 84, 95, 47, 71,
Landyn Watts, 93, 3, 74, 70, 94, 83, 81, 94, 73, 64, 88, 46, 72,
Herbert Spencer, 1, 3, 71, 94, 77, 82, 64, 63, 70, 68, 83, 43, 59,
Makenzie Lim, 5, 2, 73, 83, 90, 72, 92, 61, 64, 63, 89, 42, 68,
Aarya Cardenas, 32, 2, 69, 77, 72, 64, 78, 64, 61, 77, 93, 49, 58,
Matilda Khan, 94, 4, 72, 70, 86, 90, 56, 74, 78, 66, 78, 45, 84,
Leon Santiago, 32, 3, 72, 76, 78, 75, 71, 76, 86, 78, 86, 37, 64,
Wang Yangming, 25, 1, 71, 80, 90, 57, 60, 69, 62, 70, 94, 73, 60,
Saint Augustine, 3, 4, 77, 82, 93, 86, 60, 60, 88, 65, 94, 48, 81,
Jacqueline Goodman, 67, 4, 72, 92, 76, 76, 57, 65, 76, 67, 91, 47, 73,
Nala Gentry, 26, 4, 73, 72, 82, 75, 56, 78, 75, 79, 80, 47, 93,
Maxine Moss, 38, 4, 78, 85, 91, 94, 60, 75, 86, 67, 93, 46, 83,
Plato, 43, 4, 77, 81, 85, 77, 56, 75, 87, 80, 91, 48, 89,
Rogelio Salazar, 82, 3, 71, 92, 74, 78, 72, 95, 74, 79, 81, 32, 60,
Gwendolyn Acevedo, 17, 4, 74, 88, 74, 81, 59, 75, 77, 79, 84, 45, 83,
Ezra Hill, 59, 3, 74, 94, 79, 69, 82, 79, 66, 79, 78, 51, 71,
Emmeline Pena, 79, 4, 72, 73, 85, 89, 58, 68, 72, 66, 83, 49, 80,
Timothy Barron, 63, 1, 71, 85, 73, 45, 59, 66, 74, 74, 93, 83, 56,
Maya Roberson, 57, 4, 75, 89, 90, 77, 56, 81, 83, 76, 89, 49, 71,
Heracleitus, 44, 3, 76, 89, 71, 83, 77, 82, 90, 75, 91, 46, 64,
Shiloh Maynard, 71, 2, 68, 70, 95, 71, 67, 70, 55, 72, 75, 49, 65,
Alan Pugh, 7, 1, 70, 93, 81, 53, 66, 77, 57, 71, 93, 64, 58,
Solomon Shannon, 45, 3, 74, 73, 73, 81, 78, 91, 88, 73, 78, 53, 74,
Julie Craig, 13, 4, 76, 88, 80, 91, 58, 81, 71, 85, 86, 47, 78,
Mina Rojas, 23, 4, 76, 71, 87, 93, 59, 76, 78, 74, 92, 47, 87,
Joanna Ryan, 97, 2, 72, 92, 78, 63, 77, 58, 75, 76, 85, 40, 70,
Anicius Manlius Severinus Boethius, 26, 2, 73, 95, 94, 65, 83, 68, 56, 74, 87, 42, 64,
Troy Lindsey, 76, 3, 72, 71, 86, 76, 64, 79, 67, 72, 88, 44, 80,
Brooks Meza, 63, 3, 70, 75, 74, 81, 60, 66, 77, 70, 81, 51, 68,
Zara Olsen, 84, 2, 72, 88, 82, 66, 92, 58, 69, 63, 92, 44, 59,
Sutton Clark, 92, 1, 71, 81, 93, 58, 63, 70, 58, 66, 92, 75, 57,
Giovanni McKay, 34, 1, 67, 78, 89, 59, 73, 71, 55, 63, 82, 58, 47,
Dennis Dawson, 38, 1, 67, 87, 77, 58, 54, 57, 71, 65, 83, 60, 50,
Elise Hickman, 71, 2, 72, 88, 75, 69, 88, 68, 70, 72, 81, 40, 69,
Ronan Gibson, 75, 3, 73, 94, 72, 73, 69, 90, 87, 63, 77, 54, 68,
Giavanna Sawyer, 51, 4, 71, 72, 72, 85, 60, 78, 80, 69, 77, 50, 76,
Malani Patrick, 24, 4, 74, 76, 94, 77, 57, 61, 72, 67, 91, 49, 90,
Jenna Rubio, 12, 4, 76, 74, 93, 76, 57, 60, 84, 77, 92, 49, 88,
Soren Parker, 39, 1, 71, 89, 88, 47, 69, 73, 71, 58, 89, 78, 51,
Alanna Henry, 54, 4, 77, 79, 85, 92, 55, 85, 83, 84, 92, 49, 80,
Fernando Garner, 4, 1, 67, 87, 71, 57, 57, 52, 73, 58, 75, 83, 48,
Davina Wheeler, 29, 4, 73, 70, 76, 86, 59, 80, 84, 81, 75, 50, 83,
Jamal Beil, 37, 3, 75, 84, 75, 76, 71, 91, 87, 83, 89, 49, 68,
Juan Clay, 24, 3, 73, 83, 92, 77, 69, 65, 72, 67, 81, 46, 75,
Zahir Norman, 56, 3, 71, 94, 78, 71, 78, 64, 92, 63, 77, 32, 61,
Kylo Santos, 47, 3, 75, 83, 89, 82, 71, 73, 75, 71, 79, 54, 78,
Ledger Maynard, 100, 3, 75, 95, 95, 62, 78, 76, 91, 64, 89, 50, 56,
Noah May, 68, 4, 75, 84, 70, 92, 58, 62, 78, 71, 94, 47, 88,
Nyla Marin, 29, 4, 75, 91, 80, 88, 55, 60, 72, 75, 86, 48, 82,
Seth Palacios, 55, 3, 71, 95, 70, 62, 85, 87, 65, 76, 82, 38, 67,
Zoe Bryant, 17, 4, 78, 89, 93, 92, 58, 80, 76, 83, 89, 49, 80,
Landyn Ahmed, 58, 3, 67, 73, 85, 66, 75, 84, 73, 62, 76, 35, 62,
Bo Brennan, 45, 1, 68, 72, 91, 50, 78, 56, 63, 74, 78, 58, 53,
Valerie Harris, 60, 2, 74, 93, 92, 68, 74, 67, 68, 80, 90, 49, 56,
Joey Gray, 58, 3, 71, 85, 89, 60, 69, 82, 61, 72, 94, 40, 77,
Soren Kierkegaard, 40, 1, 73, 77, 94, 58, 77, 68, 55, 74, 80, 92, 58,
Sofia Sharp, 16, 4, 72, 76, 77, 79, 58, 61, 71, 66, 89, 45, 95,
Johan Maldonado, 51, 1, 72, 89, 92, 49, 62, 78, 62, 64, 94, 81, 57,
Amina Mason, 30, 2, 74, 76, 77, 66, 94, 59, 72, 81, 78, 54, 69,
Parmenides, 94, 4, 75, 74, 88, 93, 60, 73, 84, 66, 77, 46, 89,
Shepherd Andrews, 35, 1, 66, 72, 93, 48, 71, 74, 63, 72, 79, 55, 47,
Annalise Donaldson, 95, 2, 71, 83, 81, 66, 66, 58, 74, 62, 91, 53, 68,
Fisher Macias, 79, 1, 72, 85, 87, 59, 53, 65, 69, 71, 85, 86, 57,
Adi Shankara, 20, 3, 70, 81, 76, 81, 76, 64, 68, 65, 83, 46, 61,
Jakobe Miranda, 100, 1, 66, 76, 82, 49, 72, 73, 58, 75, 78, 57, 54,
Jeremias Brewer, 21, 3, 79, 92, 93, 78, 82, 69, 93, 82, 84, 49, 60,
Hugh Butler, 11, 3, 72, 90, 72, 77, 75, 68, 67, 83, 75, 39, 73,
Aileen Marsh, 15, 2, 72, 88, 73, 61, 93, 70, 74, 78, 92, 41, 56,
Jordyn Parra, 36, 4, 74, 79, 70, 89, 56, 67, 81, 77, 87, 45, 83,
Friedrich Nietzsche, 54, 2, 71, 72, 85, 68, 75, 57, 63, 73, 93, 45, 70,
Clyde Lambert, 47, 1, 70, 87, 90, 59, 56, 68, 61, 71, 93, 62, 54,
Isaiah Everett, 3, 2, 72, 92, 93, 67, 64, 71, 72, 68, 91, 42, 59,
Jemma Heath, 21, 2, 73, 85, 82, 70, 95, 70, 66, 60, 90, 45, 69,
Bailee Page, 85, 4, 76, 88, 76, 80, 59, 76, 78, 83, 80, 48, 94,
Maren Atkins, 73, 4, 74, 85, 72, 76, 56, 64, 76, 78, 90, 49, 85,
Seth Rivers, 42, 3, 72, 79, 76, 60, 84, 68, 94, 66, 83, 44, 69,
Skye Coffey, 5, 2, 68, 70, 71, 69, 71, 66, 62, 74, 77, 53, 70,
Brielle Stewart, 46, 2, 74, 92, 88, 71, 70, 68, 59, 85, 88, 47, 68,
Nagarjuna, 98, 1, 73, 93, 76, 57, 79, 62, 72, 68, 77, 90, 47,
Alden Byrd, 82, 3, 73, 73, 89, 60, 79, 60, 86, 67, 93, 36, 75,
Landry Avila, 3, 1, 68, 88, 83, 50, 71, 51, 74, 59, 95, 55, 45,
Case Odom, 10, 1, 69, 79, 70, 57, 57, 74, 73, 74, 78, 80, 55,
Ricardo Rosario, 9, 1, 67, 70, 89, 48, 58, 65, 73, 68, 87, 67, 47,
Derek Clay, 60, 1, 70, 77, 93, 60, 62, 66, 57, 55, 91, 84, 58,
Amiyah Vasquez, 22, 2, 72, 92, 76, 58, 89, 67, 75, 62, 90, 50, 62,
Creed Stewart, 82, 3, 74, 79, 85, 71, 68, 72, 82, 77, 89, 48, 73,
Jessie Powell, 27, 4, 76, 92, 94, 81, 59, 85, 79, 74, 79, 50, 77,
Braylen Wise, 35, 3, 72, 80, 85, 82, 69, 93, 82, 83, 75, 33, 64,
Sarah Nash, 21, 4, 74, 86, 76, 86, 56, 65, 78, 78, 76, 47, 83,
Eden Bond, 62, 3, 76, 88, 70, 79, 85, 90, 81, 70, 95, 40, 76,
Genesis Cisneros, 59, 2, 74, 88, 84, 75, 91, 67, 62, 69, 91, 52, 57,
Oakleigh Clements, 48, 4, 75, 86, 84, 79, 58, 68, 88, 73, 77, 46, 89,
Jaden Ramirez, 62, 3, 71, 74, 77, 76, 82, 66, 74, 65, 83, 35, 79,
Genevieve Woodward, 3, 2, 73, 82, 72, 71, 94, 55, 74, 71, 95, 41, 64,
Kaylee Hester, 32, 4, 69, 72, 72, 82, 59, 79, 70, 73, 76, 50, 74,
Ryleigh Carrillo, 88, 4, 76, 77, 82, 77, 57, 79, 83, 77, 95, 47, 94,
Emilio Terry, 63, 3, 73, 74, 95, 82, 70, 90, 88, 69, 85, 37, 63,
Gage Rose, 64, 3, 78, 90, 75, 84, 83, 93, 95, 62, 92, 50, 72,
Anya Cline, 6, 2, 71, 93, 71, 56, 81, 64, 61, 80, 81, 55, 67,
Jasper Good, 19, 1, 70, 91, 78, 48, 59, 70, 60, 72, 94, 82, 54,
Porter Wilcox, 99, 1, 70, 83, 84, 49, 76, 50, 57, 58, 94, 84, 53,
Quinn Lawson, 95, 2, 71, 79, 74, 69, 69, 59, 70, 84, 89, 44, 68,
Brielle Hudson, 44, 4, 76, 89, 92, 84, 55, 76, 84, 65, 90, 48, 78,
Kole Snyder, 11, 1, 70, 95, 75, 54, 74, 77, 71, 64, 92, 59, 48,
Reese Campbell, 73, 3, 70, 82, 87, 68, 71, 68, 66, 66, 94, 40, 60,
Anna Mann, 4, 4, 76, 85, 80, 92, 57, 85, 89, 65, 78, 45, 94,
Ryan Bridges, 16, 3, 77, 91, 85, 82, 79, 93, 82, 83, 78, 54, 66,
Wilder McGuire, 30, 3, 71, 75, 74, 64, 71, 63, 76, 71, 88, 45, 79,
Giselle Goodman, 100, 2, 69, 94, 79, 57, 76, 62, 63, 65, 75, 50, 64,
Emmitt Proctor, 21, 1, 65, 78, 94, 45, 50, 61, 55, 70, 93, 61, 46,
Kevin George, 47, 1, 71, 89, 84, 54, 60, 57, 72, 59, 86, 88, 48,
Lilah Rasmussen, 14, 2, 71, 75, 82, 58, 94, 60, 66, 72, 82, 49, 62,
Rosalyn Casey, 27, 2, 71, 91, 75, 65, 89, 70, 57, 62, 81, 54, 67,
Zander Woodard, 17, 3, 75, 90, 95, 69, 77, 84, 92, 64, 94, 40, 59,
Simone Romero, 49, 4, 74, 85, 77, 75, 59, 83, 81, 74, 82, 50, 84,
Marina Dyer, 11, 4, 74, 80, 73, 86, 59, 67, 85, 84, 81, 46, 77,
Ermias Walls, 15, 3, 76, 81, 87, 75, 81, 85, 92, 79, 87, 34, 71,
Jaxxon Green, 78, 3, 70, 72, 75, 66, 79, 84, 88, 82, 77, 31, 66,
Cecilia Wyatt, 5, 2, 74, 95, 92, 62, 73, 67, 75, 72, 90, 47, 65,
Cali Landry, 31, 4, 73, 84, 71, 81, 58, 69, 71, 69, 83, 50, 92,
Creed Hubbard, 50, 3, 73, 73, 91, 78, 79, 71, 65, 81, 83, 48, 61,
Asher Jacobs, 52, 1, 69, 80, 94, 48, 67, 75, 59, 62, 79, 81, 59,
Jaden Strong, 35, 1, 69, 93, 78, 50, 57, 50, 60, 66, 83, 85, 52,
Alvin Hicks, 42, 3, 69, 78, 76, 66, 73, 93, 89, 61, 87, 34, 58,
Cullen Walker, 76, 3, 75, 93, 86, 68, 70, 85, 94, 80, 78, 45, 61,
Ethan Gordon, 13, 1, 71, 90, 85, 46, 69, 54, 63, 62, 80, 91, 58,
Benedetto Croce, 31, 4, 76, 83, 94, 95, 57, 76, 78, 68, 91, 45, 76,
Mccoy Fleming, 69, 3, 78, 93, 89, 84, 74, 78, 70, 77, 91, 51, 75,
Kayson Whitaker, 54, 1, 71, 86, 94, 60, 74, 54, 63, 58, 85, 75, 52,
Reign Cantrell, 5, 4, 75, 85, 92, 75, 56, 76, 85, 84, 89, 46, 70,
Kenzo Morales, 60, 1, 71, 81, 89, 59, 71, 77, 63, 60, 90, 84, 48,
Harlee Villegas, 21, 4, 74, 85, 71, 75, 58, 73, 86, 76, 85, 46, 86,
Capri Galindo, 89, 4, 73, 78, 81, 90, 60, 82, 73, 73, 84, 45, 77,
Joey Clarke, 47, 3, 71, 95, 84, 85, 69, 90, 64, 60, 90, 32, 61,
Jonah Kramer, 90, 1, 75, 86, 95, 53, 61, 69, 74, 74, 90, 90, 55,
Socrates, 100, 2, 74, 93, 83, 74, 87, 57, 65, 84, 86, 40, 57,
Rory Barnes, 73, 2, 72, 91, 76, 70, 81, 56, 55, 79, 89, 50, 57,
Tony McCoy, 21, 1, 70, 94, 81, 47, 56, 65, 70, 62, 86, 82, 60,
Paxton Snyder, 63, 3, 73, 94, 89, 63, 65, 60, 82, 72, 78, 53, 66,
Martha Huerta, 26, 4, 74, 84, 94, 88, 58, 60, 71, 69, 83, 48, 71,
Westin Jenkins, 76, 1, 69, 83, 74, 49, 67, 71, 61, 71, 88, 75, 58,
Amaia Stark, 98, 2, 70, 70, 77, 58, 91, 66, 62, 72, 90, 51, 65,
Samuel Gardner, 60, 3, 73, 82, 95, 66, 82, 62, 78, 79, 77, 48, 55,
Emanuel Wolf, 80, 1, 70, 78, 84, 51, 63, 51, 68, 67, 78, 84, 57,
Milo Rios, 69, 3, 71, 74, 91, 76, 79, 64, 61, 61, 89, 31, 79,
Theo Chambers, 93, 1, 69, 73, 79, 57, 70, 69, 64, 56, 87, 93, 49,
Javier Townsend, 4, 3, 72, 72, 94, 80, 85, 95, 90, 62, 76, 33, 59,
Sam Miller, 62, 3, 68, 70, 76, 60, 74, 81, 89, 60, 79, 49, 63,
Treasure Sherman, 76, 2, 70, 75, 94, 60, 74, 61, 62, 81, 84, 45, 63,
Grace Tapia, 46, 4, 75, 71, 86, 76, 55, 61, 90, 85, 93, 50, 73,
Tiana Woodward, 18, 2, 69, 77, 76, 74, 71, 69, 66, 72, 85, 47, 58,
Mira Deleon, 15, 4, 74, 83, 70, 91, 57, 65, 88, 65, 95, 46, 79,
Colin Walters, 18, 1, 70, 86, 90, 51, 65, 70, 69, 58, 80, 78, 57,
